Category,Tool,Latest Version,License,Stage
Libraries,pb.v1,2.0.7,,
Libraries,pbar1 acme-ssm aws,1.0.0,,
Libraries,pbar1 codepipeline-multiplexer aws,,MIT,
Libraries,pbar1 lb-linker aws,,MIT,
Libraries,pbkdf2,,BSD-3-Clause,
Libraries,pchettri3 pcstaticwebsitepublic azurerm,1.0.0,,
Libraries,PCRE2,,,
Libraries,pdf2image,1.17.0,MIT,
Libraries,pdfjs-dist,4.2.67,Apache-2.0,
Libraries,pdfminer.six,20200104,MIT,
Libraries,PDFsharp,1.50.5147,MIT,
Libraries,peer,1.65.0,Apache-2.0,
Libraries,pegjs,0.10.0,MIT,
Libraries,pelvis56 dxc-test azurerm,,,
Libraries,pem,1.15.1,MIT,
Libraries,pendulum,3.0.0,MIT,
Libraries,pep8-naming,0.14.1,Saxpath,
Libraries,perfect-scrollbar,1.5.5,MIT,
Libraries,performance-now,2.1.0,MIT,
Libraries,perks,1.0.1,MIT,
Libraries,Peter-Gess multi-region aws,,,
Libraries,pexpect,4.8.0,ISC,
Libraries,pflag,1.0.5,BSD-3-Clause,
Libraries,pg,8.11.4,MIT,
Libraries,PGBI big-lambda-function aws,,GPL-3.0,
Libraries,PGBI cloudwatch-log-group aws,,GPL-3.0,
Libraries,PGBI iam-role-policy aws,,GPL-3.0,
Libraries,PGBI simple-private-bucket aws,,GPL-3.0,
Libraries,pg-hstore,2.3.4,MIT,
Libraries,pgzip,1.2.6,MIT,
Libraries,phantom,6.3.0,ISC,
Libraries,PhantomJS,2.1.1,,
Libraries,PhantomJS,2.1.14,Apache-2.0,
Libraries,phantomjs-polyfill,0.0.2,ISC,
Libraries,phantomjs-prebuilt,2.1.16,Apache-2.0,
Libraries,phenixcoder vpc-with-nat-instance aws,1.0.1,,
Libraries,philips-labs github-oidc aws,0.7.1,MIT,
Libraries,philips-labs github-runner aws,5.6.0,MIT,
Libraries,philips-software account-setup aws,2.0.0,MIT,
Libraries,philips-software cloudfront-s3 aws,2.0.0,MIT,
Libraries,philips-software cloudwatch aws,2.0.0,MIT,
Libraries,philips-software ecs-service-load-balancer aws,2.0.0,MIT,
Libraries,philschmid sagemaker-huggingface aws,0.8.1,MIT,
Libraries,phiroict kafka-cluster aws,1.0.3,MIT,
Libraries,phonenumberslite,8.13.19,Apache-2.0,
Libraries,phundisk guardduty-to-slack aws,0.0.2,MIT,
Libraries,phzietsman route53-multi-account aws,,,
Libraries,picatz quakejs google,1.0.2,MIT,
Libraries,pickleshare,0.7.5,MIT,
Libraries,pify,6.0.0,MIT,
Libraries,Pillow,10.4.0,HPND,
Libraries,pinkie-promise,2.0.2,MIT,
Libraries,pino,9.3.2,MIT,
Libraries,pino-pretty,11.2.2,MIT,
Libraries,pip,22.2.1,MIT,
Libraries,pipenv,2024.0.1,MIT,
Libraries,pixelmatch,5.3.0,ISC,
Libraries,pkg,5.8.1,MIT,
Libraries,pkg,v3,Apache-2.0,
Libraries,pkgconfig,1.5.5,MIT,
Libraries,pkg-dir,8.0.0,MIT,
Libraries,pkg-up,5.0.0,MIT,
Libraries,pl.pragmatists:JUnitParams,1.1.1,Apache-2.0,
Libraries,platform,1.3.6,MIT,
Libraries,playgroundtech nwk aws,2.0.1,MPL-2.0,
Libraries,p-limit,4.0.0,MIT,
Libraries,plist,3.0.6,MIT,
Libraries,plop,4.0.1,MIT,
Libraries,plotly,5.9.0,MIT,
Libraries,Plotly.js,4.10.3,,Approved
Libraries,pluggy,1.0.0,MIT,
Libraries,plugin,1.9.3,MPL-2.0,
Libraries,plugin-error,2.0.1,MIT,
Libraries,pluralize,8.0.0,MIT,
Libraries,plus3it codecommit-flow-ci aws,5.3.1,Apache-2.0,
Libraries,plus3it org-new-account-iam-role aws,2.0.1,Apache-2.0,
Libraries,plus3it org-new-account-support-case aws,2.0.1,Apache-2.0,
Libraries,plus3it org-new-account-trust-policy aws,2.0.1,Apache-2.0,
Libraries,plus3it slack-notifier aws,3.3.0,Apache-2.0,
Libraries,plus3it tardigrade-acm aws,1.0.2,Apache-2.0,
Libraries,plus3it tardigrade-cloudtrail aws,6.3.0,Apache-2.0,
Libraries,plus3it tardigrade-cloudwatch-metric-alarms aws,1.0.0,Apache-2.0,
Libraries,plus3it tardigrade-config aws,3.0.2,Apache-2.0,
Libraries,plus3it tardigrade-config-rules aws,4.0.0,Apache-2.0,
Libraries,plus3it tardigrade-iam-principals aws,13.2.1,Apache-2.0,
Libraries,plus3it tardigrade-inspector aws,3.0.0,Apache-2.0,
Libraries,plus3it tardigrade-route53-subzone aws,4.1.1,,
Libraries,plus3it tardigrade-route53-zone aws,4.1.1,Apache-2.0,
Libraries,plus3it tardigrade-s3-bucket aws,5.0.0,Apache-2.0,
Libraries,plus3it tardigrade-security-group aws,2.0.1,Apache-2.0,
Libraries,plus3it tardigrade-service-linked-roles aws,1.0.0,Apache-2.0,
Libraries,plus3it tardigrade-vpc-endpoints aws,6.1.0,Apache-2.0,
Libraries,plus3it tardigrade-vpc-flow-log aws,2.0.0,Apache-2.0,
Libraries,plus3it win-python-ec2 aws,1.0.2,MIT,
Libraries,ply,3.11,BSD-3-Clause,
Libraries,PM2,5.4.1,AGPL-3.0,
Libraries,p-map,7.0.2,MIT,
Libraries,pngjs,7.0.0,MIT,
Libraries,pnp-webpack-plugin,1.7.0,MIT,
Libraries,pododso eks-fargate-alb aws,,MIT,
Libraries,pododso s3-bucket-website aws,,MIT,
Libraries,poi,12.10.3,MIT,
Libraries,polganesh ecs-service-task-definition aws,,MIT,
Libraries,polished,4.3.1,MIT,
Libraries,Polly,8.4.1,BSD-3-Clause,
Libraries,popper.js,1.16.1,MIT,
Libraries,Portable.BouncyCastle,1.9.0,Other,
Libraries,portfinder,1.0.32,MIT,
Libraries,postcss,8.4.40,MIT,
Libraries,postcss-calc,10.0.0,MIT,
Libraries,postcss-cli,10.0.0,MIT,
Libraries,postcss-color-function,4.1.0,MIT,
Libraries,postcss-cssnext,3.1.1,MIT,
Libraries,postcss-css-variables,0.18.0,MIT,
Libraries,postcss-custom-media,10.0.6,MIT,
Libraries,postcss-custom-properties,13.3.10,MIT,
Libraries,postcss-flexbugs-fixes,5.0.2,MIT,
Libraries,postcss-import,16.0.1,MIT,
Libraries,postcss-loader,8.1.1,MIT,
Libraries,postcss-mixins,10.0.1,MIT,
Libraries,postcss-nested,6.2.0,MIT,
Libraries,postcss-nesting,12.1.3,CC0-1.0,
Libraries,postcss-normalize,10.0.1,CC0-1.0,
Libraries,postcss-preset-env,9.5.12,CC0-1.0,
Libraries,postcss-reporter,7.0.5,MIT,
Libraries,postcss-safe-parser,7.0.0,MIT,
Libraries,postcss-scss,4.0.9,MIT,
Libraries,postcss-selector-parser,6.1.1,MIT,
Libraries,postcss-simple-vars,7.0.1,MIT,
Libraries,postcss-url,10.1.3,MIT,
Libraries,postcss-value-parser,4.2.0,MIT,
Libraries,postgres,v1.9.1,MIT,
Libraries,postgresql:postgresql,7.4.1,DSDP,
Libraries,poush pritunl aws,1.0.2,MIT,
Libraries,power-assert,1.6.1,MIT,
Libraries,pprof,,Apache-2.0,
Libraries,pq,1.10.9,MIT,
Libraries,p-queue,8.0.1,MIT,
Libraries,pquintero glue-catalog-database aws,,,
Libraries,pquintero glue-job aws,,,
Libraries,PrajjawalBanati s3-webapp aws,1.0.0,,
Libraries,prasanna198 virtualnetwork azurerm,,,
Libraries,prashanth782 module1 azurerm,1.0.0,,
Libraries,pre-commit,1.2.2,MIT,
Libraries,pre-commit,3.8.0,MIT,
Libraries,precommit-hook,3.0.0,MIT,
Libraries,precss,4.0.0,CC0-1.0,
Libraries,preddy727 PrivateLinkServiceForwarderSqlMi azurerm,1.0.0,,
Libraries,prefix,v0,BSD-3-Clause,
Libraries,prelude-ls,1.2.1,MIT,
Libraries,PreMailer.Net,2.4.0,MIT,
Libraries,Prepack,0.2.54,,
Libraries,pre-push,0.1.3,MIT,
Libraries,present,0.7.4,BSD-3-Clause,
Libraries,Prettier,3.3.3,MIT,
Libraries,prettier-eslint,16.3.0,MIT,
Libraries,prettier-eslint-cli,8.0.1,MIT,
Libraries,pretty,0.3.0,MIT,
Libraries,pretty,2.0.0,MIT,
Libraries,pretty-bytes,6.1.1,MIT,
Libraries,pretty-error,4.0.0,MIT,
Libraries,pretty-format,29.7.0,MIT,
Libraries,pretty-hrtime,1.0.3,MIT,
Libraries,pretty-ms,9.0.0,MIT,
Libraries,pretty-quick,4.0.0,MIT,
Libraries,primeng,17.18.7,MIT,
Libraries,PrimeReact,10.8.0,MIT,Approved
Libraries,Prism,1.29.0,MIT,Trial
Libraries,prismjs,1.29.0,MIT,
Libraries,prithvirajkc mywebsite azurerm,,,
Libraries,process,0.11.10,MIT,
Libraries,procfs,0.15.1,Apache-2.0,
Libraries,profile,1.7.0,BSD-2-Clause,
Libraries,progress,1.0.2,ISC,
Libraries,progress,2.0.3,MIT,
Libraries,proj4,2.11.0,MIT,
Libraries,projectz,4.2.0,MIT,
Libraries,prokvk lambda-trigger aws,,,
Libraries,prom-client,15.1.3,Apache-2.0,
Libraries,Prometheus,,,
Libraries,promise,8.3.0,MIT,
Libraries,promise-polyfill,8.3.0,MIT,
Libraries,promises-aplus-tests,2.1.2,WTFPL,
Libraries,prompt,1.3.0,MIT,
Libraries,promptly,3.2.0,MIT,
Libraries,prompts,2.4.2,MIT,
Libraries,prompt-toolkit,3.0.47,BSD-3-Clause,
Libraries,properties,1.8.6,BSD-2-Clause,
Libraries,prop-types,15.8.1,MIT,
Libraries,proto,1.5.4,BSD-3-Clause,
Libraries,Protobuf,1.5.4,BSD-3-Clause,
Libraries,Protobuf,4.21.4,BSD-1-Clause,
Libraries,Prototype,,,Approved
Libraries,Protractor,7.0.0,MIT,
Libraries,proxy,,BSD-3-Clause,
Libraries,proxyquire,2.1.3,MIT,
Libraries,pry,0.14.1,MIT,
Libraries,pry-coolline,0.2.6,MIT,
Libraries,pry-debugger,0.2.3,MIT,
Libraries,pselle network-access aws,,,
Libraries,pseudonative s3bucket-backend aws,1.0.0,,
Libraries,psutil,5.9.1,BSD-3-Clause,
Libraries,psycopg2,2.9.7,BSD-3-Clause-Attribution,
Libraries,psycopg2-binary,2.9.7,BSD-3-Clause-Attribution,
Libraries,ptvsd,4.3.2,MIT,
Libraries,pty,1.1.8,MIT,
Libraries,ptyprocess,0.7.0,ISC,
Libraries,publish,0.6.0,MIT,
Libraries,publish-please,5.5.2,MIT,
Libraries,pubsub,1.25.1,Apache-2.0,
Libraries,pug,3.0.2,MIT,
Libraries,pug-loader,2.4.0,MIT,
Libraries,PuLP,2.8.0,BSD-3-Clause,
Libraries,pump,3.0.0,MIT,
Libraries,pumpify,2.0.1,MIT,
Libraries,punycode,2.3.1,MIT,
Libraries,puppet,8.7.0,Apache-2.0,
Libraries,puppet-blacksmith,6.1.0,Apache-2.0,
Libraries,puppeteer,22.7.1,Apache-2.0,
Libraries,PuppeteerSharp,18.0.5,MIT,
Libraries,puppet-lint,4.2.0,MIT,
Libraries,puppet-strings,4.1.2,Apache-2.0,
Libraries,puppet-syntax,3.2.1,MIT,
Libraries,PureLayout,3.1.9,,
Libraries,Pwd9000-ML secure-backend azurerm,1.3.24,MIT,
Libraries,Pwd9000-ML sonarqube-aci azurerm,1.2.74,MIT,
Libraries,py,1.11.0,MIT,
Libraries,pyarrow,13.0.0,Apache-2.0,
Libraries,pyasn1,0.4.8,BSD-2-Clause,
Libraries,pyasn1-modules,0.2.8,BSD-2-Clause,
Libraries,pybase64,1.3.2,BSD-2-Clause,
Libraries,pycodestyle,2.9.1,Saxpath,
Libraries,pycountry,22.3.5,LGPL-2.1,
Libraries,pycparser,,BSD-3-Clause,
Libraries,pycryptodome,3.19.0,"BSD-3-Clause,Unlicense,Apache-2.0",
Libraries,pycryptodomex,3.19.0,"BSD-3-Clause,Unlicense,Apache-2.0",
Libraries,pydantic,2.8.2,MIT,
Libraries,pydocstyle,6.3.0,MIT,
Libraries,pyflakes,2.5.0,MIT,
Libraries,PyGithub,2.3.0,LGPL-3.0,
Libraries,Pygments,2.16.0,BSD-3-Clause,
Libraries,pyjoepy06 ec2-multi-nics-disks aws,1.0.0,Apache-2.0,
Libraries,PyJWT,2.8.0,MIT,
Libraries,pyldap,3.0.0,Python-2.0,
Libraries,Pylint,3.2.6,GPL-2.0,
Libraries,pymongo,4.8.0,Apache-2.0,
Libraries,PyMuPDF,1.24.9,AGPL-3.0,
Libraries,pyodbc,5.1.0,MIT-0,
Libraries,Pyomo,6.4.2,BSD-3-Clause,
Libraries,pyOpenSSL,22.0.0,Apache-2.0,
Libraries,pyparsing,3.1.2,MIT,
Libraries,PyPDF2,4.3.1,Other,
Libraries,PyPika,0.48.9,Apache-2.0,
Libraries,pyproj,3.6.1,MIT,
Libraries,pysmb,1.2.8,"Zlib,Libpng",
Libraries,PySocks,1.7.1,BSD-3-Clause,
Libraries,pyspark,3.3.3,Apache-2.0,
Libraries,pytest,8.3.2,MIT,
Libraries,pytest-asyncio,0.23.8,Apache-2.0,
Libraries,pytest-bdd,6.1.1,MIT,
Libraries,pytest-cov,3.0.0,MIT,
Libraries,pytest-django,4.8.0,BSD-3-Clause,
Libraries,pytest-mock,3.14.0,MIT,
Libraries,pytest-runner,6.0.0,MIT,
Libraries,python-crontab,2.6.0,LGPL-3.0,
Libraries,python-dateutil,2.9.0,NRL,
Libraries,python-decouple,3.8,MIT,
Libraries,python-docx,0.8.11,MIT,
Libraries,python-dotenv,1.0.1,BSD-3-Clause,
Libraries,python-gitlab,4.8.0,LGPL-3.0,
Libraries,python-igraph,0.9.11,GPL-3.0-only,
Libraries,python-jose,3.3.0,MIT,
Libraries,python-magic,0.4.27,MIT,
Libraries,python-slugify,6.1.2,MIT,
Libraries,pytimeparse,1.1.8,MIT,
Libraries,pytz,2022.7.1,MIT,
Libraries,py-vapid,1.8.2,MPL-2.0,
Libraries,pywebpush,2.0.0,MPL-2.0,
Libraries,PyYAML,5.4.1,MIT,
Libraries,pyzmq,26.0.3,BSD-3-Clause,
Libraries,Q,,MIT,Restricted
Libraries,Q,2.0.3,MIT,
Libraries,QAInsights jmeter-distributed-load-test-infra aws,0.0.2,,
Libraries,qbeyond log-analytics-VMInsights azurerm,,MIT,
Libraries,qbeyond update-management azurerm,2.0.0,MIT,
Libraries,qbeyond vnet-peerings azurerm,1.0.1,MIT,
Libraries,q-io,2.0.6,MIT,
Libraries,qrcode,1.5.3,MIT,
Libraries,qs,6.12.1,BSD-3-Clause,
Libraries,quangdvn custom-vpc aws,1.0.0,,
Libraries,quansang quansang aws,,,
Libraries,Quartz,3.6.1,,
Libraries,querystring,0.2.1,MIT,
Libraries,query-string,9.0.0,MIT,
Libraries,queue,1.1.0,MIT,
Libraries,quill,2.0.2,BSD-3-Clause,
Libraries,QuiNovas appsync-api aws,,Apache-2.0,
Libraries,QuiNovas appsync-athena-async-datasource aws,,,
Libraries,QuiNovas appsync-athena-datasource aws,,Apache-2.0,
Libraries,QuiNovas appsync-dynamodb-datasource aws,,Apache-2.0,
Libraries,QuiNovas appsync-lambda-datasource aws,,Apache-2.0,
Libraries,QuiNovas appsync-parameter-store-datasource aws,,Apache-2.0,
Libraries,QuiNovas appsync-stepfunctions-datasource aws,,Apache-2.0,
Libraries,QuiNovas appsync-stepfunctions-resolver aws,,,
Libraries,QuiNovas assume-role-group aws,,Apache-2.0,
Libraries,QuiNovas athena-task aws,,Apache-2.0,
Libraries,QuiNovas batch-compute-environment aws,,,
Libraries,QuiNovas cloudfront-r53-alias-record aws,,Apache-2.0,
Libraries,QuiNovas cloudfront-s3-object aws,,Apache-2.0,
Libraries,QuiNovas cloudwatch-stddev-alarm-creator aws,,Apache-2.0,
Libraries,QuiNovas dns-query-logs aws,,,
Libraries,QuiNovas dynamodb-table aws,,Apache-2.0,
Libraries,QuiNovas dynamo-firehose-adapter aws,,Apache-2.0,
Libraries,QuiNovas ec2-route53-registrar aws,,Apache-2.0,
Libraries,QuiNovas etl-workflow aws,,Apache-2.0,
Libraries,QuiNovas guardduty aws,,,
Libraries,QuiNovas inspector aws,,Apache-2.0,
Libraries,QuiNovas iot-topic-rule aws,,Apache-2.0,
Libraries,QuiNovas lambda-functions-bucket aws,,Apache-2.0,
Libraries,QuiNovas launch-configuration aws,,Apache-2.0,
Libraries,QuiNovas log-bucket aws,4.0.0,Apache-2.0,
Libraries,QuiNovas parameter-store-task aws,,Apache-2.0,
Libraries,QuiNovas public-acm aws,,Apache-2.0,
Libraries,QuiNovas route53-public-zone aws,,Apache-2.0,
Libraries,QuiNovas s3-bucket-replicator aws,,Apache-2.0,
Libraries,QuiNovas s3-remote-state-backend aws,,Apache-2.0,
Libraries,QuiNovas sns-email-subscription aws,,,
Libraries,QuiNovas stepfunctions-describe-execution-task aws,,Apache-2.0,
Libraries,QuiNovas stepfunctions-start-execution-task aws,,Apache-2.0,
Libraries,QuiNovas tfe-dependency-runner aws,,Apache-2.0,
Libraries,QuiNovas user aws,,Apache-2.0,
Libraries,QuiNovas user-role aws,,Apache-2.0,
Libraries,QuiNovas workmail-kms-key aws,,,
Libraries,QuiNovas workmail-route53 aws,,Apache-2.0,
Libraries,QuiNovas yum-repo aws,,Apache-2.0,
Libraries,QUnit,2.20.1,MIT,
Libraries,qunitjs,2.20.0,MIT,
Libraries,quortex load-balancer aws,5.4.0,Apache-2.0,
Libraries,quortex spot-monitoring aws,0.2.0,Apache-2.0,
Libraries,quortex storage aws,3.1.0,Apache-2.0,
Libraries,quotedprintable.v3,,,
Libraries,r4dx jmeter aws,1.0.1,Apache-2.0,
Libraries,RabbitMQ.Client,6.3.1,,
Libraries,rack,3.0.9,MIT,
Libraries,radimsuckr asg-instance-refresh aws,0.4.0,,
Libraries,radium,0.26.2,MIT,
Libraries,raf,3.4.1,MIT,
Libraries,rafaelmarques7 cfsw aws,,,
Libraries,rahulkhengare redis azurerm,0.0.1,MIT,
Libraries,rahulkhengare webapp azurerm,0.1.0,MIT,
Libraries,rails-on-services eks-iam aws,0.0.1,,
Libraries,rails-on-services globalaccelerator aws,0.0.1,,
Libraries,rails-on-services ses aws,,,
Libraries,Rajeswari-31 raji-s3bucket aws,,,
Libraries,rake,13.2.1,MIT,
Libraries,rallyware eks-helm-argocd aws,0.2.2,Apache-2.0,
Libraries,Ramda,0.30.1,MIT,
Libraries,Ramda,0.30.1,MIT,Trial
Libraries,rameshcreations es aws,,,
Libraries,random,27.1.1,Apache-2.0,
Libraries,randombytes,2.1.0,MIT,
Libraries,randomstring,1.3.0,MIT,
Libraries,range-parser,1.2.1,MIT,
Libraries,Rashikahuja testvnet azurerm,,,
Libraries,ratnac37 julyvnet azurerm,1.0.0,,
Libraries,ratnac37 octvnet azurerm,1.0.0,,
Libraries,ratnac37 testvnet098 azurerm,,,
Libraries,raven,6.10.0,BSD-3-Clause,
Libraries,raven,8.22.0,MIT,
Libraries,raven-js,8.22.0,MIT,
Libraries,ravensorb azure-aadds azurerm,,,
Libraries,ravensorb azure-caf-hub-vnet azurerm,,GPL-3.0,
Libraries,ravensorb azure-filestorage azurerm,,GPL-3.0,
Libraries,ravensorb azure-filesync azurerm,,GPL-3.0,
Libraries,ravensorb azure-loganalytics azurerm,,GPL-3.0,
Libraries,ravensorb azure-virtual-machine azurerm,,GPL-3.0,
Libraries,ravensorb azure-virtual-machine-legacy azurerm,,GPL-3.0,
Libraries,raw,0.49.1,Other,
Libraries,raw-body,2.5.2,MIT,
Libraries,raw-loader,4.0.2,MIT,
Libraries,raydelrosario litestream-s3 aws,,MIT,
Libraries,raymondbutcher lambda-builder aws,,MIT,
Libraries,Rayraegah hasura aws,3.1.3,MIT,
Libraries,RazorEngine,3.10.0,Apache-2.0,
Libraries,RazorGenerator.Mvc,2.4.9,Apache-2.0,
Libraries,rb-readline,0.5.5,BSD-3-Clause,
Libraries,rc,1.2.8,"BSD-2-Clause,MIT,Apache-2.0",
Libraries,rc-calendar,9.15.11,MIT,
Libraries,rclark github-events aws,,,
Libraries,rcsfc vpc-ec2-s3 aws,1.0.2,,
Libraries,rc-slider,10.6.2,MIT,
Libraries,rc-tooltip,6.1.3,MIT,
Libraries,rc-util,5.39.3,MIT,
Libraries,rdb,,MIT,
Libraries,rdvencioneck lambda-dependencies-layer aws,,MIT,
Libraries,ReachabilitySwift,5.0.0,,
Libraries,React,0.73.1,MIT,
Libraries,React,18.3.1,MIT,
Libraries,React,18.3.1,MIT,Approved
Libraries,React Hot Loader,4.13.1,MIT,Approved
Libraries,React Router,6.26.0,MIT,Approved
Libraries,react-ace,12.0.0,MIT,
Libraries,react-addons-test-utils,18.3.1,MIT,
Libraries,react-apollo,3.1.5,MIT,
Libraries,react-app-polyfill,5.0.1,MIT,
Libraries,react-app-rewired,2.2.1,MIT,
Libraries,react-autosuggest,10.1.0,MIT,
Libraries,react-beautiful-dnd,13.1.1,Apache-2.0,
Libraries,react-beautiful-dnd,13.1.1,,Approved
Libraries,react-bootstrap,2.10.4,MIT,
Libraries,react-color,2.19.3,MIT,
Libraries,react-copy-to-clipboard,5.1.0,MIT,
Libraries,react-custom-scrollbars,4.2.1,MIT,
Libraries,react-datepicker,7.3.0,MIT,
Libraries,react-dates,21.8.0,MIT,
Libraries,react-datetime,3.2.0,MIT,
Libraries,react-day-picker,9.0.6,MIT,
Libraries,react-dev-utils,12.0.1,MIT,
Libraries,react-dnd,16.0.1,MIT,
Libraries,react-dnd-html5-backend,16.0.1,MIT,
Libraries,react-docgen-typescript-loader,3.7.2,MIT,
Libraries,react-docgen-typescript-webpack-plugin,1.1.0,MIT,
Libraries,react-dom,18.3.1,MIT,
Libraries,react-draggable,4.4.5,MIT,
Libraries,react-dropzone,14.2.3,MIT,
Libraries,react-error-overlay,6.0.11,MIT,
Libraries,react-ga,3.3.1,Apache-2.0,
Libraries,react-helmet,6.1.0,MIT,
Libraries,react-hot-loader,4.13.1,MIT,
Libraries,react-i18next,14.1.0,MIT,
Libraries,react-icons,5.2.1,MIT,
Libraries,reactify,1.1.1,MIT,
Libraries,react-input-autosize,3.0.0,MIT,
Libraries,react-intl,6.6.6,BSD-3-Clause,
Libraries,react-is,18.3.1,MIT,
Libraries,ReactiveCocoa,12.0.0,MIT,
Libraries,react-jss,10.10.1,MIT,
Libraries,react-loadable,5.5.0,MIT,
Libraries,react-markdown,9.0.1,MIT,
Libraries,react-modal,3.16.1,MIT,
Libraries,react-motion,0.5.2,MIT,
Libraries,react-native,1000.0.0,MIT,
Libraries,react-native-svg,15.4.0,MIT,
Libraries,react-native-vector-icons,10.1.0,MIT,
Libraries,react-native-web,0.19.11,MIT,
Libraries,react-navigation,6.2.5,MIT,
Libraries,react-onclickoutside,6.13.1,MIT,
Libraries,react-overlays,5.2.0,MIT,
Libraries,react-popper,2.3.0,MIT,
Libraries,react-redux,9.1.2,MIT,
Libraries,react-resizable,3.0.5,MIT,
Libraries,react-router,6.26.0,MIT,
Libraries,react-router-dom,6.26.0,MIT,
Libraries,react-router-redux,6.26.0,MIT,
Libraries,react-scripts,5.0.1,MIT,
Libraries,react-scripts-ts,4.0.8,MIT,
Libraries,react-select,5.7.6,MIT,
Libraries,react-slick,0.30.2,MIT,
Libraries,react-sortable-hoc,2.0.0,MIT,
Libraries,react-spring,9.7.4,MIT,
Libraries,reactstrap,9.2.2,MIT,
Libraries,react-syntax-highlighter,15.5.0,MIT,
Libraries,react-table,8.8.4,MIT,
Libraries,react-tap-event-plugin,3.0.3,MIT,
Libraries,react-testing-library,16.0.0,MIT,
Libraries,react-test-renderer,18.3.1,MIT,
Libraries,react-timer-mixin,0.13.4,MIT,
Libraries,react-toastify,10.0.4,MIT,
Libraries,react-tooltip,5.27.1,MIT,
Libraries,react-transform-catch-errors,1.0.2,MIT,
Libraries,react-transition-group,4.4.5,BSD-3-Clause,
Libraries,react-virtualized,9.22.5,MIT,
Libraries,read,3.0.1,ISC,
Libraries,readable-stream,4.5.2,MIT,
Libraries,read-chunk,4.0.3,MIT,
Libraries,readdirp,3.6.0,MIT,
Libraries,readline,1.3.0,BSD-3-Clause,
Libraries,readline-sync,1.4.10,MIT,
Libraries,read-pkg,9.0.1,MIT,
Libraries,read-pkg-up,11.0.0,MIT,
Libraries,Rebex.Common,7.0.8581,,
Libraries,Rebus,7.1.0,,
Libraries,Recall-Masters sns-to-sentry aws,,,
Libraries,Recall-Masters sqs-lambda-trigger aws,,Apache-2.0,
Libraries,recarnot open-bucket aws,,,
Libraries,recarnot open-vpc aws,,,
Libraries,recast,0.23.5,MIT,
Libraries,recharts,2.12.7,MIT,
Libraries,recharts,2.12.7,MIT,Restricted
Libraries,recipopdev service-build aws,0.0.21,,
Libraries,recipopdev service-deploy aws,0.0.53,,
Libraries,recompose,0.30.0,MIT,
Libraries,recordclass,0.19.2,MIT,
Libraries,recursive-readdir,2.2.2,MIT,
Libraries,redbox-react,1.6.0,MIT,
Libraries,redcarpet,3.6.0,MIT,
Libraries,redigo,1.9.2,Apache-2.0,
Libraries,Redis,4.6.13,MIT,
Libraries,Redis,5.0.9,MIT,
Libraries,Redis,9.6.1,BSD-2-Clause,
Libraries,redis.clients:jedis,5.1.0,MIT,
Libraries,redpwn admin-bot aws,,BSD-3-Clause,
Libraries,Redux,5.0.1,MIT,
Libraries,Redux,5.0.1,,Approved
Libraries,redux-actions,3.0.0,MIT,
Libraries,redux-devtools,3.7.0,MIT,
Libraries,redux-devtools-extension,2.17.1,MIT,
Libraries,redux-form,8.3.10,MIT,
Libraries,redux-logger,4.0.0,MIT,
Libraries,redux-mock-store,1.5.4,MIT,
Libraries,redux-observable,2.0.0,MIT,
Libraries,redux-persist,6.0.0,MIT,
Libraries,redux-saga,1.3.0,MIT,
Libraries,redux-thunk,3.1.0,MIT,
Libraries,redux-thunk,3.1.0,MIT,Approved
Libraries,ref,1.3.5,MIT,
Libraries,reference,2.8.3,Apache-2.0,
Libraries,reflect2,1.0.2,Apache-2.0,
Libraries,reflect-metadata,0.2.1,Apache-2.0,
Libraries,reflectwalk,1.0.2,MIT,
Libraries,regelcloud iothub azurerm,1.0.1,Apache-2.0,
Libraries,regenerator,0.14.12,MIT,
Libraries,regenerator-runtime,0.14.1,MIT,
Libraries,regex,2022.8.17,Python-2.0,
Libraries,regexp2,1.7.0,MIT,
Libraries,ReidWeb content-delivery-network aws,0.2.5,MIT,
Libraries,reifnir azure-functions-static-site azurerm,,MIT,
Libraries,release-it,17.6.0,MIT,
Libraries,remap-istanbul,0.13.0,BSD-3-Clause,
Libraries,remark,14.0.2,MIT,
Libraries,remark-cli,14.0.2,MIT,
Libraries,remark-github,12.0.0,MIT,
Libraries,remark-lint,10.0.0,MIT,
Libraries,remark-preset-wooorm,10.0.0,MIT,
Libraries,remark-validate-links,13.0.1,MIT,
Libraries,Remotion.Linq,2.2.0,,
Libraries,replace,1.2.2,MIT,
Libraries,replace-ext,2.0.0,MIT,
Libraries,replace-in-file,7.1.0,MIT,
Libraries,reportlab,3.6.10,"BSD-1-Clause,Artistic-1.0-cl8",
Libraries,repoze.lru,0.7,Other,
Libraries,request,2.88.2,Apache-2.0,
Libraries,request,2020.7.1,Unlicense,
Libraries,request-promise,4.2.6,ISC,
Libraries,request-promise-native,1.0.9,ISC,
Libraries,requests,2.32.3,Apache-2.0,
Libraries,requests-oauthlib,2.0.0,ISC,
Libraries,requests-unixsocket,0.3.0,Apache-2.0,
Libraries,require,1.9.0,MIT,
Libraries,require-dir,1.2.0,MIT,
Libraries,require-directory,2.1.1,MIT,
Libraries,require-from-string,2.0.2,MIT,
Libraries,requireindex,1.2.0,MIT,
Libraries,RequireJS,2.3.5,,
Libraries,RequireJS,2.3.6,MIT,
Libraries,reselect,5.1.1,MIT,
Libraries,reselect,5.1.1,MIT,Approved
