Category,Tool,Latest Version,License,Stage
Libraries,cloudposse cloudtrail-cloudwatch-alarms aws,0.14.3,Apache-2.0,
Libraries,cloudposse cloudwatch-agent aws,0.2.0,Apache-2.0,
Libraries,cloudposse cloudwatch-events aws,0.6.1,Apache-2.0,
Libraries,cloudposse cloudwatch-flow-logs aws,0.4.0,Apache-2.0,
Libraries,cloudposse cloudwatch-logs aws,,Apache-2.0,
Libraries,cloudposse codebuild aws,2.0.1,Apache-2.0,
Libraries,cloudposse code-deploy aws,0.2.3,Apache-2.0,
Libraries,cloudposse codefresh-backing-services aws,0.8.0,Apache-2.0,
Libraries,cloudposse components aws,1.373.0,Apache-2.0,
Libraries,cloudposse datadog-lambda-forwarder aws,1.6.0,Apache-2.0,
Libraries,cloudposse documentdb-cluster aws,0.24.0,Apache-2.0,
Libraries,cloudposse dynamic-subnets aws,2.4.1,Apache-2.0,
Libraries,cloudposse dynamodb aws,0.34.0,Apache-2.0,
Libraries,cloudposse dynamodb-autoscaler aws,0.14.0,Apache-2.0,
Libraries,cloudposse ec2-admin-server aws,0.4.3,Apache-2.0,
Libraries,cloudposse ec2-ami-backup aws,0.4.1,,
Libraries,cloudposse ec2-autoscale-group aws,0.39.0,Apache-2.0,
Libraries,cloudposse ec2-bastion-server aws,0.27.0,Apache-2.0,
Libraries,cloudposse ec2-instance-group aws,1.0.0,Apache-2.0,
Libraries,cloudposse ecr aws,0.40.0,Apache-2.0,
Libraries,cloudposse ecs-alb-service-task aws,0.71.0,Apache-2.0,
Libraries,cloudposse ecs-atlantis aws,0.24.1,Apache-2.0,
Libraries,cloudposse ecs-cloudwatch-autoscaling aws,0.7.3,Apache-2.0,
Libraries,cloudposse ecs-cloudwatch-sns-alarms aws,0.12.3,Apache-2.0,
Libraries,cloudposse ecs-codepipeline aws,0.33.0,Apache-2.0,
Libraries,cloudposse ecs-web-app aws,1.8.1,Apache-2.0,
Libraries,cloudposse efs-backup aws,0.9.0,Apache-2.0,
Libraries,cloudposse efs-cloudwatch-sns-alarms aws,0.1.1,Apache-2.0,
Libraries,cloudposse eks-fargate-profile aws,1.3.0,Apache-2.0,
Libraries,cloudposse eks-iam-role aws,2.1.1,Apache-2.0,
Libraries,cloudposse eks-node-group aws,2.12.0,Apache-2.0,
Libraries,cloudposse eks-spotinst-ocean-nodepool aws,0.4.3,Apache-2.0,
Libraries,cloudposse eks-workers aws,0.18.4,Apache-2.0,
Libraries,cloudposse elasticache-memcached aws,0.18.0,Apache-2.0,
Libraries,cloudposse elasticache-redis aws,1.1.0,Apache-2.0,
Libraries,cloudposse elastic-beanstalk-environment aws,0.51.2,Apache-2.0,
Libraries,cloudposse firewall-manager aws,0.5.0,Apache-2.0,
Libraries,cloudposse github-action-token-rotator aws,0.1.0,Apache-2.0,
Libraries,cloudposse health-events aws,0.3.5,Apache-2.0,
Libraries,cloudposse helm-release aws,0.10.1,Apache-2.0,
Libraries,cloudposse iam-assumed-roles aws,,Apache-2.0,
Libraries,cloudposse iam-chamber-user aws,,Apache-2.0,
Libraries,cloudposse iam-system-user aws,1.2.0,Apache-2.0,
Libraries,cloudposse iam-user aws,0.9.0,Apache-2.0,
Libraries,cloudposse jenkins aws,0.11.0,Apache-2.0,
Libraries,cloudposse key-pair aws,0.20.0,Apache-2.0,
Libraries,cloudposse kms-key aws,0.12.1,Apache-2.0,
Libraries,cloudposse kops-atlantis aws,,Apache-2.0,
Libraries,cloudposse kops-aws-alb-ingress aws,0.2.0,Apache-2.0,
Libraries,cloudposse kops-chart-repo aws,0.3.0,Apache-2.0,
Libraries,cloudposse kops-ecr aws,,Apache-2.0,
Libraries,cloudposse kops-efs aws,0.6.0,Apache-2.0,
Libraries,cloudposse kops-external-dns aws,0.3.0,Apache-2.0,
Libraries,cloudposse kops-route53 aws,0.1.3,Apache-2.0,
Libraries,cloudposse kops-state-backend aws,0.3.0,Apache-2.0,
Libraries,cloudposse kops-vault-backend aws,0.1.3,Apache-2.0,
Libraries,cloudposse lambda-elasticsearch-cleanup aws,0.14.0,Apache-2.0,
Libraries,cloudposse mq-broker aws,3.1.0,Apache-2.0,
Libraries,cloudposse msk-apache-kafka-cluster aws,2.3.0,Apache-2.0,
Libraries,cloudposse multi-az-subnets aws,0.15.0,Apache-2.0,
Libraries,cloudposse named-subnets aws,0.12.0,Apache-2.0,
Libraries,cloudposse nlb aws,0.15.0,Apache-2.0,
Libraries,cloudposse organization-access-group aws,,Apache-2.0,
Libraries,cloudposse organization-access-role aws,0.1.3,Apache-2.0,
Libraries,cloudposse rds-cloudwatch-sns-alarms aws,0.4.0,Apache-2.0,
Libraries,cloudposse rds-cluster aws,1.7.0,Apache-2.0,
Libraries,cloudposse rds-cluster-instance-group aws,,Apache-2.0,
Libraries,cloudposse rds-db-proxy aws,1.1.0,Apache-2.0,
Libraries,cloudposse rds-replica aws,0.2.0,Apache-2.0,
Libraries,cloudposse route53-alias aws,0.13.0,Apache-2.0,
Libraries,cloudposse route53-cluster-hostname aws,0.13.0,Apache-2.0,
Libraries,cloudposse route53-cluster-zone aws,0.16.0,Apache-2.0,
Libraries,cloudposse s3-log-storage aws,1.4.2,Apache-2.0,
Libraries,cloudposse s3-website aws,0.18.0,Apache-2.0,
Libraries,cloudposse security-hub aws,0.10.0,Apache-2.0,
Libraries,cloudposse ses-lambda-forwarder aws,0.12.0,Apache-2.0,
Libraries,cloudposse sns-cloudwatch-sns-alarms aws,0.2.2,,
Libraries,cloudposse sns-topic aws,0.21.0,,
Libraries,cloudposse ssm-iam-role aws,,Apache-2.0,
Libraries,cloudposse ssm-tls-self-signed-cert aws,1.3.0,Apache-2.0,
Libraries,cloudposse ssm-tls-ssh-key-pair aws,0.10.2,Apache-2.0,
Libraries,cloudposse teleport-storage aws,,Apache-2.0,
Libraries,cloudposse tfstate-backend aws,1.3.0,Apache-2.0,
Libraries,cloudposse transfer-sftp aws,1.3.0,Apache-2.0,
Libraries,cloudposse user-data-s3-backend aws,,Apache-2.0,
Libraries,cloudquery cloudquery aws,18.0.1,Apache-2.0,
Libraries,cloudspout fargate-influxdb-efs aws,,Apache-2.0,
Libraries,cloudspout office365-domains aws,,Apache-2.0,
Libraries,cloudventure-io github-asset-to-s3 aws,,MIT,
Libraries,CloudWright cloudwright-deployment-zone aws,,,
Libraries,CloudWright cloudwright-internet-subnets aws,,,
Libraries,cloudxperts backend-module aws,1,,
Libraries,clowdhaus appconfig aws,2.0.0,,
Libraries,clowdhaus datadog-forwarders aws,5.1.0,,
Libraries,clowdhaus dms aws,2.0.1,,
Libraries,clowdhaus managed-service-grafana aws,2.1.0,,
Libraries,clowdhaus msk-kafka-cluster aws,2.3.0,Apache-2.0,
Libraries,clowdhaus rds-proxy aws,3.1.0,,
Libraries,cludden benthos-serverless aws,,MIT,
Libraries,cn-terraform ec2-asg aws,1.0.8,Apache-2.0,
Libraries,cn-terraform ecs-alb aws,1.0.32,Apache-2.0,
Libraries,cn-terraform ecs-fargate-scheduled-task aws,1.0.24,Apache-2.0,
Libraries,cn-terraform ecs-fargate-service aws,2.0.42,Apache-2.0,
Libraries,cn-terraform ecs-fargate-task-definition aws,,Apache-2.0,
Libraries,cn-terraform ecs-service-autoscaling aws,1.0.6,Apache-2.0,
Libraries,cn-terraform logs-s3-bucket aws,1.0.6,Apache-2.0,
Libraries,cn-terraform nexus aws,2.0.7,Apache-2.0,
Libraries,co,4.6.0,MIT,
Libraries,cobra,1.8.1,Apache-2.0,
Libraries,CocoaLumberjack,3.8.2,BSD-3-Clause,
Libraries,CocoaPods,1.13.0,MIT,
Libraries,CocoaPods,1.13.0,,Approved
Libraries,codacy-coverage,3.4.0,MIT,
Libraries,code,8.0.5,BSD-3-Clause,
Libraries,codec,1.2.12,MIT,
Libraries,codecker security-group-bulk-rules aws,,Apache-2.0,
Libraries,codeclimate-test-reporter,0.5.1,MIT,
Libraries,codecov,3.8.3,MIT,
Libraries,codecov.io,0.1.7,MIT,
Libraries,codelyzer,6.0.2,MIT,
Libraries,CodeMirror,6.0.0,MIT,
Libraries,CoffeeAndCode vendor-access aws,0.1.1,,
Libraries,coffee-coverage,3.0.1,MIT,
Libraries,coffeeify,3.0.1,MIT,
Libraries,coffee-loader,5.0.0,MIT,
Libraries,coffeescript,99.999.99999,MIT,
Libraries,coffee-script,1.12.8,MIT,
Libraries,coffee-shop-devs access aws,0.0.1,,
Libraries,co-fs,1.2.0,MIT,
Libraries,CogDisResLab route53-freeipa-recordset aws,,GPL-3.0,
Libraries,CogDisResLab route53-instance-recordset aws,,GPL-3.0,
Libraries,colinhoglund s3-remote-backend aws,0.1.0,MIT,
Libraries,color,1.17.0,MIT,
Libraries,color,4.2.3,MIT,
Libraries,colorama,0.4.5,BSD-3-Clause,
Libraries,color-convert,2.0.1,MIT,
Libraries,coloredlogs,15.0.1,MIT,
Libraries,colors,1.4.2,MIT,
Libraries,colour,0.1.5,BSD-2-Clause,
Libraries,com.amazonaws:aws-android-sdk-core,2.62.0,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk,1.12.373,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-core,1.12.275,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-dynamodb,1.12.369,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-lambda,1.12.286,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-s3,1.12.286,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-ses,1.12.283,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-sns,1.12.286,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-sqs,1.12.286,Apache-2.0,
Libraries,com.amazonaws:aws-java-sdk-sts,1.12.286,Apache-2.0,
Libraries,com.auth0:java-jwt,4.4.0,MIT,
Libraries,com.aventstack:extentreports,5.1.1,Apache-2.0,
Libraries,com.beust:jcommander,1.78,Apache-2.0,
Libraries,com.brsanthu:migbase64,2.2,BSD-2-Clause,
Libraries,com.cedarsoftware:json-io,4.13.0,Apache-2.0,
Libraries,com.datastax.cassandra:cassandra-driver-core,4.17.0,Apache-2.0,
Libraries,com.drewnoakes:metadata-extractor,2.19.0,Apache-2.0,
Libraries,com.esotericsoftware:reflectasm,1.11.9,BSD-3-Clause,
Libraries,com.facebook.fresco:fresco,3.1.3,MIT,
Libraries,com.fasterxml.jackson.core:jackson-annotations,2.14.0,Apache-2.0,
Libraries,com.fasterxml.jackson.core:jackson-core,2.14.0,Apache-2.0,
Libraries,com.fasterxml.jackson.core:jackson-databind,2.14.2,Apache-2.0,
Libraries,com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.dataformat:jackson-dataformat-csv,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.datatype:jackson-datatype-joda,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.module:jackson-module-jaxb-annotations,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.module:jackson-module-parameter-names,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.module:jackson-module-paranamer,2.13.0,Apache-2.0,
Libraries,com.fasterxml.jackson.module:jackson-module-scala_2.12,2.13.3,Apache-2.0,
Libraries,com.fasterxml.uuid:java-uuid-generator,4.0.1,Apache-2.0,
Libraries,com.github.ben-manes.caffeine:caffeine,3.1.8,Apache-2.0,
Libraries,com.github.bumptech.glide:glide,5.0.0,"BSD-2-Clause,Apache-2.0",
Libraries,com.github.fge:json-schema-validator,2.2.14,Apache-2.0,
Libraries,com.github.jai-imageio:jai-imageio-core,1.4.0,,
Libraries,com.github.javafaker:javafaker,1.0.2,Apache-2.0,
Libraries,com.github.jnr:jnr-posix,3.1.15,"EPL-2.0,GPL-3.0-only,LGPL-3.0-only",
Libraries,com.github.kstyrc:embedded-redis,0.6,Apache-2.0,
Libraries,com.github.oshi:oshi-core,6.2.2,MIT,
Libraries,com.github.stefanbirkner:system-rules,1.19.0,CPL-1.0,
Libraries,com.github.tomakehurst:wiremock-standalone,3.3.1,Apache-2.0,
Libraries,com.google.api-client:google-api-client,2.2.0,Apache-2.0,
Libraries,com.google.auth:google-auth-library-oauth2-http,1.10.0,,
Libraries,com.google.code.findbugs:jsr305,3.0.2,Apache-2.0,
Libraries,com.google.code.gson:gson,2.9.0,Apache-2.0,
Libraries,com.google.collections:google-collections,1,Apache-2.0,
Libraries,com.google.googlejavaformat:google-java-format,1.15.0,,
Libraries,com.google.guava:guava,33.0.0,Apache-2.0,
Libraries,com.google.inject:guice,7.0.0,Apache-2.0,
Libraries,com.google.protobuf:protobuf-java,25.2,BSD-1-Clause,
Libraries,com.google.zxing:core,3.4.1,Apache-2.0,
Libraries,com.google.zxing:javase,3.4.1,Apache-2.0,
Libraries,com.googlecode.efficient-java-matrix-library:ejml,0.25,Apache-2.0,
Libraries,com.googlecode.json-simple:json-simple,1.1.1,Apache-2.0,
Libraries,com.googlecode.lambdaj:lambdaj,2.3.3,Apache-2.0,
Libraries,com.googlecode.owasp-java-html-sanitizer:owasp-java-html-sanitizer,20180219.1,Apache-2.0,
Libraries,com.h2database:h2,2.1.214,MIT-feh,
Libraries,com.hazelcast:hazelcast,5.3.6,Apache-2.0,
Libraries,com.hazelcast:hazelcast-spring,5.3.6,Apache-2.0,
Libraries,com.ibm.icu:icu4j,54.1.1,"Unicode-TOU,ICU",
Libraries,com.itextpdf.tool:xmlworker,5.5.13,AGPL-3.0,
Libraries,com.itextpdf:itextpdf,5.5.13,AGPL-3.0,
Libraries,com.jakewharton:butterknife,10.2.3,Apache-2.0,
Libraries,com.jayway.jsonpath:json-path,2.7.0,Apache-2.0,
Libraries,com.jayway.restassured:rest-assured,2.9.0,Apache-2.0,
Libraries,com.jcraft:jsch,0.1.55,BSD-3-Clause,
Libraries,com.lmax:disruptor,4.0.0,Apache-2.0,
Libraries,com.lowagie:itext,4.2.2,AGPL-3.0,
Libraries,com.mashape.unirest:unirest-java,4.2.4,MIT,
Libraries,com.microsoft.azure:adal4j,1.6.7,MIT,
Libraries,com.microsoft.azure:azure-documentdb,2.6.3,MIT,
Libraries,com.microsoft.azure:azure-eventhubs,3.3.0,MIT,
Libraries,com.microsoft.azure:azure-storage,8.6.6,MIT,
Libraries,com.microsoft.sqlserver:mssql-jdbc,12.4.2,MIT,
Libraries,com.nimbusds:nimbus-jose-jwt,9.21.1,Apache-2.0,
Libraries,com.nimbusds:oauth2-oidc-sdk,9.37.3,Apache-2.0,
Libraries,com.ning:compress-lzf,1.0.4,Apache-2.0,
Libraries,com.okta.jwt:okta-jwt-verifier,0.5.7,Apache-2.0,
Libraries,com.opencsv:opencsv,5.5.2,Apache-2.0,
Libraries,com.puppycrawl.tools:checkstyle,10.3.1,LGPL-2.1,
Libraries,com.querydsl:querydsl-apt,5.0.0,,
Libraries,com.querydsl:querydsl-jpa,5.0.0,,
Libraries,com.rabbitmq:amqp-client,5.20.0,"Apache-2.0,GPL-2.0",
Libraries,com.segment.analytics.android:analytics,4.11.3,MIT,
Libraries,com.squareup.dagger:dagger,1.2.5,Apache-2.0,
Libraries,com.squareup.okhttp:okhttp,2.7.5,Apache-2.0,
Libraries,com.squareup.okhttp3:logging-interceptor,4.10.0,Apache-2.0,
Libraries,com.squareup.okhttp3:mockwebserver,4.10.0,Apache-2.0,
Libraries,com.squareup.okhttp3:okhttp,4.10.0,Apache-2.0,
Libraries,com.squareup.okhttp3:okhttp-urlconnection,4.10.0,Apache-2.0,
Libraries,com.squareup.okio:okio,3.2.0,Apache-2.0,
Libraries,com.squareup.picasso:picasso,2.8,Apache-2.0,
Libraries,com.squareup.retrofit:retrofit,1.9.0,Apache-2.0,
Libraries,com.squareup.retrofit2:converter-gson,2.9.0,,
Libraries,com.squareup.retrofit2:retrofit,2.9.0,,
Libraries,com.sun.faces:jsf-api,2.2.20,CDDL-1.1,
Libraries,com.sun.faces:jsf-impl,2.2.20,CDDL-1.1,
Libraries,com.sun.jersey:jersey-client,1.19.4,CNRI-Python-GPL-Compatible,
Libraries,com.sun.jersey:jersey-core,1.19.4,CNRI-Python-GPL-Compatible,
Libraries,com.sun.mail:javax.mail,2.1.2,CNRI-Python-GPL-Compatible,
Libraries,com.sun.xml.bind:jaxb-core,4.0.0,Other,
Libraries,com.sun.xml.bind:jaxb-impl,4.0.0,"CDDL-1.1,CNRI-Python-GPL-Compatible",
Libraries,com.sun.xml.bind:jaxb-xjc,4.0.0,"CDDL-1.1,CNRI-Python-GPL-Compatible",
Libraries,com.sun.xml.stream.buffer:streambuffer,2.0.2,BSD-3-Clause,
Libraries,com.sun.xml.ws:jaxws-rt,3.0.2,NetCDF,
Libraries,com.thoughtworks.xstream:xstream,1.4.19,BSD-3-Clause,
Libraries,com.twitter:bijection-avro_2.10,2.13,Apache-2.0,
Libraries,com.zaxxer:HikariCP,5.0.1,Apache-2.0,
Libraries,command,1.3.2,Other,
Libraries,commander,12.0.0,MIT,
Libraries,commander,4.6.0,MIT,
Libraries,command-exists,1.2.9,MIT,
Libraries,command-line-args,6.0.0,MIT,
Libraries,CommandLineParser,2.9.2,MIT,
Libraries,commitdev https-redirect aws,,MPL-2.0,
Libraries,commitdev zero aws,0.5.0,MPL-2.0,
Libraries,commitizen,4.3.0,MIT,
Libraries,commitlint,19.3.1,MIT,
Libraries,common,0.55.0,Apache-2.0,
Libraries,Common.Logging,3.4.1,Apache-2.0,
Libraries,Common.Logging.Core,3.4.1,Apache-2.0,
Libraries,CommonMark.NET,0.15.1,Other,
Libraries,commons-beanutils:commons-beanutils,1.9.4,Apache-2.0,
Libraries,commons-beanutils:commons-beanutils-core,1.8.3,,
Libraries,commons-chain:commons-chain,1.2,Apache-2.0,
Libraries,commons-cli:commons-cli,1.5.0,Apache-2.0,
Libraries,commons-codec:commons-codec,1.13,Apache-2.0,
Libraries,commons-collections:commons-collections,3.2.2,Apache-2.0,
Libraries,commons-configuration:commons-configuration,1.1,Apache-2.0,
Libraries,commons-dbcp:commons-dbcp,1.2.2,Apache-2.0,
Libraries,commons-digester:commons-digester,1.8.1,Apache-2.0,
Libraries,commons-discovery:commons-discovery,0.5,Apache-2.0,
Libraries,commons-el:commons-el,1,Apache-2.0,
Libraries,CommonServiceLocator,2.0.6,MS-PL,
Libraries,commons-fileupload:commons-fileupload,1.3.3,Apache-2.0,
Libraries,commons-httpclient:commons-httpclient,3.0.1,Apache-2.0,
Libraries,commons-io:commons-io,2.11.0,Apache-2.0,
Libraries,commons-lang:commons-lang,1.0.1,Apache-2.0,
Libraries,commons-logging:commons-logging,1.1.3,Apache-2.0,
Libraries,commons-net:commons-net,3.8.0,Apache-2.0,
Libraries,commons-pool:commons-pool,1.5.7,Apache-2.0,
Libraries,commons-validator:commons-validator,1.5.1,Apache-2.0,
Libraries,common-tags,1.8.2,MIT,
Libraries,co-mocha,1.2.2,MIT,
Libraries,companytone 3cx-instance-module aws,0.1,MIT,
Libraries,CompareNETObjects,4.83,MS-PL,
Libraries,compass,1.0.3,Other,
Libraries,complete,2.1.0,MIT,
Libraries,component,1.1.0,MIT,
Libraries,component-emitter,2.0.0,MIT,
Libraries,compress,1.17.9,BSD-3-Clause,
Libraries,compression,1.7.4,MIT,
Libraries,compression-webpack-plugin,11.1.0,MIT,
Libraries,ComputeSoftware computesoftware-roles aws,,,
Libraries,comtypes,1.4.5,MIT,
Libraries,concat-stream,2.0.0,MIT,
Libraries,concurrently,8.2.2,MIT,
Libraries,conf,12.0.0,MIT,
Libraries,config,3.3.12,MIT,
Libraries,configstore,6.0.0,BSD-2-Clause,
Libraries,Confluent.Kafka,2.5.1,Apache-2.0,
Libraries,connect,3.7.0,MIT,
Libraries,connected-react-router,6.9.3,MIT,
Libraries,connect-flash,0.1.1,MIT,
Libraries,connect-group rds-finalsnapshot aws,2.0.2,Apache-2.0,
Libraries,connect-group ses-dashboard aws,2.0.2,Apache-2.0,
Libraries,connect-history-api-fallback,2.0.0,MIT,
Libraries,connect-mongo,5.1.0,MIT,
Libraries,connect-redis,7.1.1,MIT,
Libraries,conortm s3-static-website aws,0.0.3,MIT,
Libraries,consola,3.2.3,MIT,
Libraries,console,1.23.1,MIT,
Libraries,consolidate,1.0.3,MIT,
Libraries,Consul,1.19.1,MPL-2.0,
Libraries,containerd,1.7.20,Apache-2.0,
Libraries,content-disposition,0.5.4,MIT,
Libraries,content-type,1.0.5,MIT,
Libraries,context,1.1.2,BSD-3-Clause,
Libraries,controlshift controlshift-redshift-sync aws,0.13.0,MIT,
Libraries,conventional-changelog,5.0.0,ISC,
Libraries,conventional-changelog-cli,4.0.0,ISC,
Libraries,conventional-recommended-bump,8.0.0,ISC,
Libraries,convert,2.7.1,MIT,
Libraries,convert-source-map,2.0.0,MIT,
Libraries,cookie,0.6.0,MIT,
Libraries,cookiecutter,2.6.0,BSD-3-Clause,
Libraries,cookiejar,0.3.3,BSD-2-Clause,
Libraries,cookielab account-link aws,,,
Libraries,cookielab cluster-autoscaler-role aws,,,
Libraries,cookielab datadog-integration-role aws,,,
Libraries,cookielab external-dns-role aws,,,
Libraries,cookielab fluentbit-role aws,,,
Libraries,cookielab loadbalancer-controller-role aws,,,
Libraries,cookie-parser,1.4.6,MIT,
Libraries,cookies,0.9.1,MIT,
Libraries,cookie-session,2.1.0,MIT,
Libraries,cookie-signature,1.2.1,MIT,
Libraries,copier,0.3.5,MIT,
Libraries,copy,0.3.2,MIT,
Libraries,copy-dir,1.3.0,MIT,
Libraries,copyfiles,2.4.1,MIT,
Libraries,copystructure,1.2.0,MIT,
Libraries,copy-webpack-plugin,12.0.2,MIT,
Libraries,coreapi,2.3.3,BSD-3-Clause,
Libraries,core-decorators,0.20.0,MIT,
Libraries,coregen archlinux-workstation aws,,,
Libraries,coregen s3-ssl-static-html aws,,,
Libraries,coregen weechat-nginx aws,,,
Libraries,core-js,3.37.1,MIT,
Libraries,coreos kubernetes aws,,Apache-2.0,
Libraries,coresolutions-ltd cloudflare-sg-updater aws,,Apache-2.0,
Libraries,coresolutions-ltd cloudfront-sg-updater aws,,Apache-2.0,
Libraries,core-util-is,1.0.3,MIT,
Libraries,cornerman ssm-instance aws,,MIT,
Libraries,corpit-consulting-public lambda-function-mod aws,2.1.3,,
Libraries,corpit-consulting-public lambda-layer-version-mod aws,,,
Libraries,cors,2.8.5,MIT,
Libraries,cosmiconfig,9.0.0,MIT,
Libraries,cosmox-io ecsFargate aws,,,
Libraries,cosmox-io ecsFargateExistingLB aws,1.4.7,,
Libraries,cover,0.7.4,BSD-3-Clause,
Libraries,coverage,7.6.0,Apache-2.0,
Libraries,coveralls,0.8.23,MIT,
Libraries,coveralls,3.1.1,BSD-2-Clause,
Libraries,covert,1.1.1,MIT,
Libraries,Cox-Automotive action-runner aws,0.0.1,MIT,
Libraries,cp,1.1.1,MIT,
Libraries,cpr,3.0.1,BSD-3-Clause,
Libraries,cpu601 hcs azurerm,,MIT,
Libraries,cpx,1.5.0,MIT,
Libraries,cpy,11.0.1,MIT,
Libraries,cpy-cli,5.0.0,MIT,
Libraries,craftech-io kops-cluster aws,,,
Libraries,craigthackerx run-vm-command azurerm,1.0.4,MIT,
Libraries,Crashlytics,3.13.4,,
Libraries,crazy-canux lbv2 aws,,,
Libraries,crc,4.3.2,MIT,
Libraries,create-hash,1.2.0,MIT,
Libraries,create-hmac,1.1.7,MIT,
Libraries,create-react-class,18.3.1,MIT,
Libraries,crhino hcp-demo aws,0.0.2,Apache-2.0,
Libraries,crisboarna api-gateway-lambda-dynamodb aws,1.16.0,MIT,
Libraries,crisboarna api-gateway-lambda-sqs aws,1.6.0,MIT,
Libraries,crisboarna lambda-dynamodb aws,1.4.0,MIT,
Libraries,crisboarna lambda-invoke aws,1.1.0,MIT,
Libraries,crismali postgresql-for-hasura aws,0.0.6,MIT,
Libraries,CrittercismSDK,6.0.0,,
Libraries,Cron,3.0.1,MIT,
Libraries,Cron,3.1.7,MIT,
Libraries,croniter,1.3.5,MIT,
Libraries,crossbario crossbar aws,,,
Libraries,cross-env,7.0.3,MIT,
Libraries,cross-fetch,4.0.0,MIT,
Libraries,cross-spawn,7.0.3,MIT,
Libraries,crowdsecurity crowdsec-serverless aws,,,
Libraries,cryptiles,4.1.3,BSD-3-Clause,
Libraries,crypto,,BSD-3-Clause,
Libraries,crypto,1.0.1,ISC,
Libraries,crypto-browserify,3.12.0,MIT,
